emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee
11104,Male,Married,45 - 54,47,R&D,Master's Degree,Technical Degree,Research Scientist,Non-Travel,1,No,Current Employees,2,1
11105,Male,Married,25 - 34,32,R&D,Master's Degree,Technical Degree,Research Scientist,Non-Travel,1,No,Current Employees,1,1
11106,Male,Single,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Non-Travel,1,No,Current Employees,3,1
11107,Male,Single,25 - 34,31,R&D,Bachelor's Degree,Medical,Manufacturing Director,Non-Travel,1,No,Current Employees,1,1
11108,Male,Single,25 - 34,32,R&D,Master's Degree,Technical Degree,Research Scientist,Non-Travel,1,No,Current Employees,2,1
11109,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,3,1
11110,Male,Single,25 - 34,28,R&D,Bachelor's Degree,Medical,Research Scientist,Non-Travel,1,No,Current Employees,3,1
11111,Male,Single,35 - 44,37,R&D,Associates Degree,Technical Degree,Laboratory Technician,Non-Travel,1,No,Current Employees,3,1
11112,Male,Single,35 - 44,42,R&D,Associates Degree,Life Sciences,Research Scientist,Non-Travel,1,No,Current Employees,3,1
11113,Male,Single,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Manager,Non-Travel,1,No,Current Employees,4,1
11114,Male,Divorced,45 - 54,52,Sales,Master's Degree,Life Sciences,Sales Representative,Non-Travel,1,No,Current Employees,4,1
11115,Male,Married,45 - 54,45,Sales,Bachelor's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,1,1
11116,Male,Married,45 - 54,47,Sales,Master's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,2,1
11117,Male,Single,45 - 54,46,Sales,Associates Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,2,1
11118,Male,Married,35 - 44,38,HR,Master's Degree,Human Resources,Human Resources,Travel_Frequently,1,No,Current Employees,3,1
11119,Male,Married,Under 25,24,HR,Bachelor's Degree,Medical,Human Resources,Travel_Frequently,1,No,Current Employees,4,1
11120,Male,Divorced,25 - 34,29,R&D,High School,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,4,1
11121,Male,Divorced,25 - 34,34,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1
11122,Male,Divorced,25 - 34,34,R&D,Bachelor's Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,1,1
11123,Male,Divorced,25 - 34,34,R&D,Master's Degree,Other,Research Scientist,Travel_Frequently,1,No,Current Employees,1,1
11124,Male,Divorced,25 - 34,25,R&D,High School,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
11125,Male,Married,45 - 54,49,R&D,High School,Life Sciences,Research Director,Travel_Frequently,1,No,Current Employees,4,1
11126,Male,Married,25 - 34,29,R&D,High School,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
11127,Male,Married,35 - 44,38,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
11128,Male,Married,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
11129,Male,Married,25 - 34,26,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
11130,Male,Married,35 - 44,36,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
11131,Male,Married,25 - 34,34,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1
11132,Male,Married,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
11133,Male,Single,45 - 54,45,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1
11134,Male,Single,35 - 44,35,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1
11135,Male,Single,25 - 34,27,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
11136,Male,Divorced,35 - 44,39,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
11137,Male,Divorced,35 - 44,37,Sales,Master's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
11138,Male,Married,45 - 54,49,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1
11139,Male,Married,25 - 34,33,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1
11140,Male,Single,25 - 34,28,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1
11141,Male,Single,25 - 34,31,Sales,Master's Degree,Other,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1
11142,Male,Single,25 - 34,32,Sales,Master's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
11143,Male,Divorced,35 - 44,37,HR,Associates Degree,Other,Human Resources,Travel_Rarely,1,No,Current Employees,2,1
11144,Male,Married,25 - 34,29,HR,High School,Medical,Human Resources,Travel_Rarely,1,No,Current Employees,2,1
11145,Male,Single,25 - 34,29,HR,Bachelor's Degree,Other,Human Resources,Travel_Rarely,1,No,Current Employees,1,1
11146,Male,Single,35 - 44,43,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1
11147,Male,Divorced,Over 55,55,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11148,Male,Divorced,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11149,Male,Divorced,35 - 44,40,R&D,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,1,1
11150,Male,Divorced,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11151,Male,Divorced,35 - 44,39,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11152,Male,Divorced,35 - 44,40,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11153,Male,Divorced,45 - 54,46,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
11154,Male,Divorced,35 - 44,43,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11155,Male,Divorced,35 - 44,38,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11156,Male,Divorced,Over 55,55,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1
11157,Male,Divorced,45 - 54,49,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
11158,Male,Divorced,25 - 34,29,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11159,Male,Divorced,25 - 34,27,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11160,Male,Divorced,25 - 34,32,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11161,Male,Divorced,45 - 54,45,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
11162,Male,Divorced,Under 25,24,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11163,Male,Divorced,Under 25,24,R&D,Associates Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11164,Male,Divorced,35 - 44,39,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11165,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,3,1
11166,Male,Married,35 - 44,37,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11167,Male,Married,25 - 34,27,R&D,High School,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11168,Male,Married,35 - 44,35,R&D,Doctoral Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11169,Male,Married,25 - 34,34,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11170,Male,Married,45 - 54,53,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
11171,Male,Married,45 - 54,48,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,2,1
11172,Male,Married,25 - 34,30,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11173,Male,Married,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11174,Male,Married,45 - 54,49,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11175,Male,Married,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11176,Male,Married,25 - 34,25,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
11177,Male,Married,45 - 54,47,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11178,Male,Married,35 - 44,35,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11179,Male,Married,25 - 34,30,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11180,Male,Married,25 - 34,34,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
11181,Male,Married,25 - 34,27,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11182,Male,Married,25 - 34,31,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11183,Male,Married,25 - 34,30,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11184,Male,Married,25 - 34,34,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11185,Male,Married,35 - 44,44,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11186,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11187,Male,Married,35 - 44,35,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
11188,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,1,1
11189,Male,Married,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11190,Male,Married,25 - 34,30,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11191,Male,Married,Under 25,24,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11192,Male,Married,35 - 44,39,R&D,High School,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11193,Male,Married,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,1,1
11194,Male,Married,35 - 44,35,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
11195,Male,Married,25 - 34,33,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11196,Male,Married,Under 25,23,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11197,Male,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11198,Male,Married,35 - 44,40,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
11199,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11200,Male,Married,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11201,Male,Married,25 - 34,28,R&D,High School,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11202,Male,Married,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11203,Male,Married,35 - 44,39,R&D,Doctoral Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
11204,Male,Married,25 - 34,33,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11205,Male,Married,Over 55,55,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,1,1
11206,Male,Married,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
11207,Male,Married,25 - 34,26,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11208,Male,Single,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
11209,Male,Single,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11210,Male,Single,Under 25,23,R&D,High School,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11211,Male,Single,25 - 34,34,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11212,Male,Single,35 - 44,39,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11213,Male,Single,Under 25,24,R&D,Associates Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11214,Male,Single,35 - 44,35,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11215,Male,Single,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
11216,Male,Single,35 - 44,40,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11217,Male,Single,25 - 34,26,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11218,Male,Single,45 - 54,46,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
11219,Male,Single,45 - 54,49,R&D,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,3,1
11220,Male,Single,Under 25,21,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11221,Male,Single,25 - 34,26,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11222,Male,Single,35 - 44,35,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11223,Male,Single,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11224,Male,Single,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11225,Male,Single,25 - 34,32,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11226,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11227,Male,Single,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11228,Male,Single,Under 25,22,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11229,Male,Single,Under 25,23,R&D,Associates Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
11230,Male,Single,45 - 54,53,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,2,1
11231,Male,Divorced,25 - 34,31,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11232,Male,Divorced,25 - 34,30,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11233,Male,Divorced,35 - 44,41,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11234,Male,Divorced,25 - 34,34,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11235,Male,Divorced,25 - 34,29,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11236,Male,Divorced,25 - 34,33,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11237,Male,Divorced,45 - 54,48,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11238,Male,Married,35 - 44,40,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11239,Male,Married,25 - 34,33,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11240,Male,Married,25 - 34,31,Sales,Associates Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
11241,Male,Married,25 - 34,31,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11242,Male,Married,25 - 34,32,Sales,Master's Degree,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1
11243,Male,Married,35 - 44,35,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11244,Male,Married,25 - 34,30,Sales,Master's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11245,Male,Married,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11246,Male,Married,25 - 34,32,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11247,Male,Married,35 - 44,35,Sales,High School,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
11248,Male,Married,25 - 34,32,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11249,Male,Married,35 - 44,39,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11250,Male,Married,35 - 44,37,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11251,Male,Married,35 - 44,36,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11252,Male,Married,35 - 44,38,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11253,Male,Married,25 - 34,30,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11254,Male,Single,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,1,1
11255,Male,Single,35 - 44,39,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11256,Male,Single,35 - 44,40,Sales,Master's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,2,1
11257,Male,Single,25 - 34,33,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11258,Male,Single,25 - 34,29,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11259,Male,Single,25 - 34,26,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11260,Male,Single,25 - 34,34,Sales,Bachelor's Degree,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11261,Male,Single,Under 25,20,Sales,High School,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,1,1
11262,Male,Single,25 - 34,28,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11263,Male,Single,35 - 44,41,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11264,Male,Single,25 - 34,27,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11265,Male,Single,45 - 54,46,Sales,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,1,1
11266,Female,Married,Under 25,22,R&D,Associates Degree,Other,Research Scientist,Non-Travel,1,No,Current Employees,3,1
11267,Female,Divorced,35 - 44,38,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,2,1
11268,Female,Single,Under 25,24,R&D,High School,Technical Degree,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
11269,Female,Single,25 - 34,27,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
11270,Female,Divorced,35 - 44,44,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1
11271,Female,Single,35 - 44,35,HR,Master's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1
11272,Female,Divorced,35 - 44,44,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1
11273,Female,Divorced,45 - 54,47,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11274,Female,Divorced,45 - 54,49,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11275,Female,Divorced,25 - 34,31,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
11276,Female,Married,35 - 44,35,R&D,Associates Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11277,Female,Married,25 - 34,26,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11278,Female,Married,35 - 44,40,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
11279,Female,Married,25 - 34,33,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
11280,Female,Married,45 - 54,49,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11281,Female,Married,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
11282,Female,Married,35 - 44,38,R&D,Associates Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
11283,Female,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
11284,Female,Single,35 - 44,35,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
11285,Female,Single,45 - 54,45,R&D,Doctoral Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11286,Female,Single,45 - 54,54,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
11287,Female,Single,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
11288,Female,Divorced,35 - 44,41,Sales,High School,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11289,Female,Divorced,25 - 34,31,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11290,Female,Married,35 - 44,35,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11291,Female,Married,25 - 34,34,Sales,High School,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11292,Female,Married,35 - 44,36,Sales,Master's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11293,Female,Married,45 - 54,47,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11294,Female,Married,Over 55,58,Sales,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,4,1
11295,Female,Married,Under 25,24,Sales,High School,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11296,Female,Single,35 - 44,36,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11297,Male,Divorced,35 - 44,40,R&D,Associates Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,4,1
11298,Male,Divorced,25 - 34,31,R&D,Associates Degree,Medical,Research Scientist,Non-Travel,1,No,Current Employees,1,1
11299,Male,Married,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1
11300,Male,Divorced,25 - 34,34,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1
11301,Male,Married,35 - 44,44,HR,Doctoral Degree,Human Resources,Human Resources,Travel_Frequently,1,No,Current Employees,4,1
11302,Male,Married,35 - 44,38,HR,Master's Degree,Other,Human Resources,Travel_Frequently,1,No,Current Employees,2,1
11303,Male,Married,Over 55,58,R&D,Master's Degree,Life Sciences,Research Director,Travel_Frequently,1,No,Current Employees,3,1
11304,Male,Married,25 - 34,34,R&D,Master's Degree,Other,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
11305,Male,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,1,1
11306,Male,Married,45 - 54,50,R&D,Doctoral Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1
11307,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,4,1
11308,Male,Married,35 - 44,35,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1
11309,Male,Single,35 - 44,35,R&D,Master's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
11310,Male,Single,35 - 44,44,R&D,High School,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
11311,Male,Single,45 - 54,50,R&D,Doctoral Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,4,1
11312,Male,Single,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1
11313,Male,Married,25 - 34,28,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
11314,Male,Married,Over 55,55,HR,Master's Degree,Human Resources,Manager,Travel_Rarely,1,No,Current Employees,2,1
11315,Male,Divorced,45 - 54,45,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11316,Male,Divorced,45 - 54,46,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1
